Price,Certification_Total,Material_CO2_norm,Material_Water_norm,Material_Energy_norm,Material_Chemical_norm,Care_CO2_norm,Care_Water_norm,Care_Energy_norm,Origin_Grid_norm,Origin_Transport_norm,Origin_Manufacturing_norm,Brand_Patagonia,Brand_Penneys,Brand_Zara,Category_Woman,Subcategory_Jumper,Subcategory_Sweater,Subcategory_Tshirt
22.04,0.1,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.25,0.1,0.3,False,False,False,True,True,False,False
11.35,0.2,0.024390243902439022,0.18361288407302953,0.009900990099009905,0.09616775126536516,1.0,1.0,1.0,0.65,0.4,0.6,False,False,False,False,False,False,True
96.45,0.1,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.55,0.45,0.7,False,False,True,True,False,False,False
10.17,0.0,0.1149651567944251,0.040357354905744394,0.18226072607260727,0.21068329718004342,0.0,0.0,0.0,0.25,0.1,0.3,False,True,False,False,True,False,False
25.6,0.2,0.04867595818815331,0.10601899955469793,0.10574807480748077,0.15916485900216923,1.0,1.0,1.0,0.4,0.2,0.45,False,False,True,False,False,False,True
38.11,0.0,0.5121951219512195,0.3320469051506605,0.834983498349835,0.7830802603036876,0.0,0.0,0.0,0.45,0.35,0.55,False,False,False,False,True,False,False
35.98,0.1,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.25,0.1,0.3,False,False,False,False,False,False,False
23.21,0.0,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.5,0.4,0.65,False,False,False,True,True,False,False
10.89,0.0,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.4,0.2,0.45,False,True,False,False,False,False,True
11.52,0.0,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.3,0.1,0.35,False,False,False,False,False,False,True
48.35,0.0,0.11651567944250872,0.004697936767107021,0.2181518151815182,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.75,False,False,True,True,False,True,False
22.42,0.0,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.75,False,True,False,False,False,True,False
23.87,0.0,0.1289198606271777,0.005492058779872347,0.2849284928492849,0.24078091106290672,1.0,1.0,1.0,0.45,0.35,0.55,False,True,False,True,False,False,False
41.92,0.2,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.5,0.4,0.65,False,False,True,True,False,True,False
275.39,0.4,0.2508710801393728,0.012913759833753894,0.6699669966996699,0.5480838756326826,1.0,1.0,1.0,0.4,0.2,0.45,True,False,False,False,False,False,False
11.57,0.0,0.2857142857142857,0.01662461036069467,0.5599559955995599,0.5480838756326826,1.0,1.0,1.0,0.5,0.4,0.65,False,True,False,True,False,False,True
14.9,0.1,0.2857142857142857,0.01662461036069467,0.5599559955995599,0.5480838756326826,1.0,1.0,1.0,0.55,0.45,0.7,False,False,True,False,False,False,True
153.94,0.4,0.18395470383275261,0.04225174409974766,0.29977997799779976,0.33432754880694143,0.0,0.0,0.0,0.55,0.45,0.7,True,False,False,True,False,False,False
18.03,0.05,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55,False,False,False,True,True,False,False
291.04,0.2,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55,True,False,False,False,False,False,False
22.18,0.0,0.20261324041811848,0.559759536885854,0.4109460946094609,0.5981561822125813,1.0,1.0,1.0,0.55,0.45,0.7,False,True,False,False,False,False,False
4.36,0.0,0.27484320557491293,0.019296422740092026,0.5401540154015402,0.5307302964569776,1.0,1.0,1.0,0.4,0.2,0.45,False,True,False,False,False,False,True
16.87,0.0,0.1637630662020906,0.7374387709663054,0.2825907590759076,0.6384671005061461,1.0,1.0,1.0,0.3,0.1,0.35,False,True,False,False,False,False,False
336.83,0.2,0.281602787456446,0.33488941665429717,0.5589933993399341,0.6773318872017354,0.0,0.0,0.0,0.3,0.1,0.35,True,False,False,False,False,False,False
61.83,0.15,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.65,0.4,0.6,False,False,True,False,False,False,False
118.46,0.0,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.3,0.1,0.35,False,False,True,True,False,False,False
169.25,0.4,0.1289198606271777,0.05373311563010242,0.1749174917491749,0.18655097613882865,0.0,0.0,0.0,0.5,0.4,0.65,True,False,False,True,True,False,False
37.56,0.0,0.20843205574912893,0.028855573697491466,0.533993399339934,0.6231923355025307,0.0,0.0,0.0,0.5,0.4,0.65,False,True,False,False,False,False,False
31.25,0.0,0.5445296167247387,0.28814754341695115,0.8202420242024202,0.778470715835141,0.0,0.0,0.0,0.65,0.4,0.6,False,False,False,True,False,True,False
77.65,0.2,0.07012891986062716,0.6336574142793527,0.1253025302530253,0.2769342010122921,1.0,1.0,1.0,0.5,0.4,0.65,True,False,False,False,False,False,True
3.23,0.0,0.2857142857142857,0.01662461036069467,0.5599559955995599,0.5480838756326826,1.0,1.0,1.0,0.3,0.1,0.35,False,True,False,False,False,False,True
32.43,0.0,0.07549477351916375,0.07716157043194301,0.19326182618261828,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.7,False,False,False,False,True,False,False
8.83,0.0,0.05031358885017422,0.10078670031171144,0.11221122112211221,0.16341287057122203,1.0,1.0,1.0,0.3,0.1,0.35,False,True,False,True,False,False,True
126.42,0.2,0.14588850174216028,0.0069615555885408935,0.352035203520352,0.4417932031814895,1.0,1.0,1.0,0.55,0.45,0.75,True,False,False,False,True,False,False
21.1,0.1,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.3,0.1,0.35,False,False,False,False,False,True,False
219.67,0.4,0.16103135888501743,0.3743506011577853,0.26644664466446644,0.33116413593637023,0.0,0.0,0.0,0.5,0.4,0.65,True,False,False,False,True,False,False
294.38,0.4,0.2857142857142857,0.01662461036069467,0.5599559955995599,0.5480838756326826,1.0,1.0,1.0,0.45,0.35,0.55,True,False,False,False,False,False,False
59.46,0.0,0.2508710801393728,0.012913759833753894,0.6699669966996699,0.5480838756326826,1.0,1.0,1.0,0.45,0.35,0.55,False,False,True,False,False,False,False
15.71,0.0,0.1289198606271777,0.05373311563010242,0.1749174917491749,0.18655097613882865,0.0,0.0,0.0,0.5,0.4,0.65,False,True,False,False,False,True,False
7.82,0.0,0.2682926829268293,0.01662461036069467,0.724972497249725,0.7288503253796096,1.0,1.0,1.0,0.45,0.35,0.55,False,True,False,True,False,False,True
22.15,0.0,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.45,0.35,0.55,False,True,False,False,False,True,False
16.14,0.15,1.0,0.257829894611845,1.0,1.0,0.0,0.0,0.0,0.55,0.45,0.75,False,False,False,True,True,False,False
9.27,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.45,0.35,0.55,False,False,False,False,False,False,True
37.94,0.4,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.7,True,False,False,False,False,False,True
4.07,0.0,0.1619686411149826,0.09108282618376132,0.37898789878987893,0.4171185827910339,1.0,1.0,1.0,0.45,0.35,0.55,False,True,False,False,False,False,True
193.15,0.4,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.45,0.35,0.55,True,False,False,True,False,True,False
42.08,0.0,0.2682926829268293,0.01662461036069467,0.724972497249725,0.7288503253796096,1.0,1.0,1.0,0.65,0.4,0.6,False,False,True,True,True,False,False
32.67,0.1,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.55,0.45,0.7,False,False,False,False,True,False,False
45.12,0.2,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.5,0.4,0.65,True,False,False,True,False,False,True
29.06,0.0,0.2134843205574913,0.012149324625204095,0.5171617161716172,0.5804410701373827,1.0,1.0,1.0,0.3,0.1,0.35,False,True,False,False,False,False,False
42.73,0.1,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.65,0.4,0.6,False,False,False,False,False,False,False
9.81,0.0,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.75,False,True,False,False,False,False,True
105.14,0.0,0.2508710801393728,0.012913759833753894,0.6699669966996699,0.5480838756326826,1.0,1.0,1.0,0.45,0.35,0.55,False,False,True,True,False,False,False
25.29,0.1,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.5,0.4,0.65,False,False,False,False,True,False,False
46.36,0.4,0.06514285714285714,0.5757755677601305,0.12409240924092411,0.2631959508315257,1.0,1.0,1.0,0.3,0.1,0.35,True,False,False,True,False,False,True
28.26,0.0,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55,False,True,False,True,False,False,False
29.54,0.0,0.18961672473867594,0.5101380436396021,0.36413641364136407,0.6193058568329718,1.0,1.0,1.0,0.45,0.35,0.55,False,True,False,True,False,False,False
79.65,0.4,0.027386759581881543,0.17403888971352233,0.02172717271727174,0.10394070860448301,1.0,1.0,1.0,0.45,0.35,0.55,True,False,False,True,False,False,True
29.47,0.0,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55,False,True,False,False,False,False,False
176.24,0.4,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.7,True,False,False,True,True,False,False
9.53,0.0,0.2682926829268293,0.01662461036069467,0.724972497249725,0.7288503253796096,1.0,1.0,1.0,0.4,0.2,0.45,False,True,False,False,False,False,True
20.97,0.0,0.14602787456445993,0.006360397803176488,0.22893289328932895,0.2753073029645698,0.0,0.0,0.0,0.45,0.35,0.55,False,True,False,False,False,True,False
65.45,0.1,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.3,0.1,0.35,False,False,True,False,False,False,False
57.6,0.4,0.0788850174216028,0.7094404037405373,0.13063806380638066,0.3239334779464932,1.0,1.0,1.0,0.55,0.45,0.7,True,False,False,False,False,False,True
92.38,0.0,0.2508710801393728,0.012913759833753894,0.6699669966996699,0.5480838756326826,1.0,1.0,1.0,0.55,0.45,0.7,False,False,True,True,False,False,False
49.79,0.2,0.059233449477351915,0.07228736826480629,0.1474147414741474,0.18655097613882865,1.0,1.0,1.0,0.25,0.1,0.3,True,False,False,False,False,False,True
14.47,0.1,0.08355400696864114,0.33271485824550984,0.16190869086908694,0.30648951554591464,1.0,1.0,1.0,0.45,0.35,0.55,False,False,False,False,False,False,True
144.92,0.4,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.65,0.4,0.6,True,False,False,True,True,False,False
22.33,0.0,0.2857142857142857,0.01662461036069467,0.5599559955995599,0.5480838756326826,1.0,1.0,1.0,0.4,0.2,0.45,False,True,False,False,False,False,False
236.92,0.4,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.45,0.35,0.55,True,False,False,True,True,False,False
62.27,0.1,0.2508710801393728,0.012913759833753894,0.6699669966996699,0.5480838756326826,1.0,1.0,1.0,0.55,0.45,0.7,False,False,False,True,False,False,False
226.8,0.4,0.12979094076655054,0.05132106278759092,0.17766776677667764,0.1910701373825018,0.0,0.0,0.0,0.3,0.1,0.35,True,False,False,True,False,True,False
24.63,0.0,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.5,0.4,0.65,False,True,False,False,False,True,False
219.83,0.4,0.2682926829268293,0.01662461036069467,0.724972497249725,0.7288503253796096,1.0,1.0,1.0,0.45,0.35,0.55,True,False,False,False,False,True,False
22.93,0.1,0.1289198606271777,0.14650437880362177,0.22992299229922988,0.4577006507592191,1.0,1.0,1.0,0.45,0.35,0.55,False,False,True,False,False,False,True
15.06,0.0,0.1518048780487805,0.12384592548612142,0.44851485148514847,0.5798987707881417,1.0,1.0,1.0,0.4,0.2,0.45,False,True,False,True,False,True,False
57.77,0.1,0.63,0.29855647914502,0.8502200220022001,0.8156724511930584,0.0,0.0,0.0,0.25,0.1,0.3,False,False,True,False,False,True,False
218.6,0.4,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.5,0.4,0.65,True,False,False,True,False,True,False
34.16,0.0,0.1289198606271777,0.005492058779872347,0.2849284928492849,0.24078091106290672,1.0,1.0,1.0,0.55,0.45,0.7,False,True,False,False,False,False,False
20.53,0.0,0.7547038327526132,0.2267700757013507,0.8311331133113312,0.8297180043383947,0.0,0.0,0.0,0.45,0.35,0.55,False,False,False,True,False,True,False
17.9,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.55,0.45,0.75,False,False,False,True,False,True,False
198.24,0.4,0.18245644599303137,0.08920328039186581,0.3511826182618262,0.38195950831525666,0.0,0.0,0.0,0.3,0.1,0.35,True,False,False,False,True,False,False
59.24,0.0,0.16855400696864112,0.02040967789817426,0.3949394939493949,0.4816522053506869,0.0,0.0,0.0,0.55,0.45,0.75,False,False,True,False,False,True,False
61.45,0.0,0.1575087108013937,0.007870713967641382,0.40621562156215607,0.5086767895878523,1.0,1.0,1.0,0.65,0.4,0.6,False,False,False,True,False,False,False
54.79,0.15,0.5994425087108014,0.13873756865073475,0.7628712871287128,0.826825741142444,0.0,0.0,0.0,0.4,0.2,0.45,False,False,True,False,True,False,False
27.33,0.1,0.2857142857142857,0.01662461036069467,0.5599559955995599,0.5480838756326826,1.0,1.0,1.0,0.65,0.4,0.6,False,False,True,True,False,False,True
25.07,0.0,0.5121951219512195,0.3320469051506605,0.834983498349835,0.7830802603036876,0.0,0.0,0.0,0.55,0.45,0.75,False,False,True,False,False,True,False
7.53,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.55,0.45,0.75,False,True,False,True,False,False,True
47.09,0.1,0.2754878048780488,0.05240092029093069,0.5647689768976897,0.5514280549530007,1.0,1.0,1.0,0.45,0.35,0.55,False,False,False,True,False,False,False
45.32,0.0,0.08966550522648085,0.4976695858690812,0.150990099009901,0.284887924801157,1.0,1.0,1.0,0.3,0.1,0.35,False,False,True,False,False,True,False
26.29,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.3,0.1,0.35,False,False,False,True,True,False,False
22.81,0.0,0.3023344947735191,0.1380621938548315,0.6966446644664466,0.7018257411424439,0.0,0.0,0.0,0.25,0.1,0.3,False,False,False,False,False,True,False
18.25,0.0,0.5121951219512195,0.3320469051506605,0.834983498349835,0.7830802603036876,0.0,0.0,0.0,0.55,0.45,0.75,False,False,False,True,False,True,False
62.02,0.4,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.7,True,False,False,False,False,False,True
116.23,0.2,0.08808013937282229,0.4856983820691702,0.14994499449944995,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.7,True,False,False,False,True,False,False
19.51,0.15,1.0,0.257829894611845,1.0,1.0,0.0,0.0,0.0,0.25,0.1,0.3,False,False,False,False,False,True,False
30.83,0.0,0.1751219512195122,0.008119340952946415,0.3467546754675468,0.3835864063629791,1.0,1.0,1.0,0.55,0.45,0.7,False,False,False,True,True,False,False
48.86,0.0,0.2682926829268293,0.01662461036069467,0.724972497249725,0.7288503253796096,1.0,1.0,1.0,0.65,0.4,0.6,False,False,True,True,False,True,False
31.55,0.1,0.1289198606271777,0.05373311563010242,0.1749174917491749,0.18655097613882865,0.0,0.0,0.0,0.45,0.35,0.55,False,False,False,False,False,True,False
23.5,0.0,0.2857142857142857,0.01662461036069467,0.5599559955995599,0.5480838756326826,1.0,1.0,1.0,0.55,0.45,0.75,False,True,False,False,False,False,False
44.38,0.0,0.19329268292682925,0.6653777645836424,0.36091859185918584,0.6078271872740418,1.0,1.0,1.0,0.5,0.4,0.65,False,False,True,True,False,False,False
16.21,0.1,0.2857142857142857,0.01662461036069467,0.5599559955995599,0.5480838756326826,1.0,1.0,1.0,0.4,0.2,0.45,False,False,False,True,False,False,True
65.81,0.1,0.2857142857142857,0.01662461036069467,0.5599559955995599,0.5480838756326826,1.0,1.0,1.0,0.65,0.4,0.6,False,False,False,False,False,False,False
146.49,0.4,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.25,0.1,0.3,True,False,False,True,False,False,False
10.6,0.0,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.3,0.1,0.35,False,True,False,True,False,False,True
150.93,0.4,0.5121951219512195,0.3320469051506605,0.834983498349835,0.7830802603036876,0.0,0.0,0.0,0.4,0.2,0.45,True,False,False,False,False,True,False
49.1,0.0,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.45,0.35,0.55,False,False,True,True,False,True,False
29.03,0.0,0.13358885017421604,0.09887561229033694,0.2978272827282728,0.4246203904555314,1.0,1.0,1.0,0.45,0.35,0.55,False,False,True,False,False,False,True
54.9,0.4,0.024390243902439022,0.18361288407302953,0.009900990099009905,0.09616775126536516,1.0,1.0,1.0,0.5,0.4,0.65,True,False,False,False,False,False,True
16.13,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.5,0.4,0.65,False,True,False,False,False,False,False
56.92,0.0,0.21236933797909407,0.011273563900846073,0.5970297029702969,0.5880332610267534,1.0,1.0,1.0,0.45,0.35,0.55,False,False,False,True,False,False,False
12.07,0.0,0.024390243902439022,0.18361288407302953,0.009900990099009905,0.09616775126536516,1.0,1.0,1.0,0.55,0.45,0.7,False,False,True,False,False,False,True
240.23,0.4,0.2508710801393728,0.012913759833753894,0.6699669966996699,0.5480838756326826,1.0,1.0,1.0,0.25,0.1,0.3,True,False,False,True,False,False,False
8.68,0.0,0.059233449477351915,0.07228736826480629,0.1474147414741474,0.18655097613882865,1.0,1.0,1.0,0.55,0.45,0.7,False,True,False,False,False,False,True
22.48,0.0,1.0,0.257829894611845,1.0,1.0,0.0,0.0,0.0,0.25,0.1,0.3,False,True,False,True,False,True,False
19.87,0.0,0.5121951219512195,0.3320469051506605,0.834983498349835,0.7830802603036876,0.0,0.0,0.0,0.4,0.2,0.45,False,True,False,False,False,True,False
38.75,0.0,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.55,0.45,0.75,False,True,False,True,False,False,False
154.39,0.4,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.45,0.35,0.55,True,False,False,True,False,True,False
31.83,0.1,0.9215156794425088,0.23622346741873232,0.9322057205720573,0.938539407086045,0.0,0.0,0.0,0.55,0.45,0.75,False,False,True,True,True,False,False
47.71,0.1,0.07665505226480837,0.003636633516401959,0.2024202420242024,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55,False,False,True,True,True,False,False
212.28,0.2,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.45,0.35,0.55,True,False,False,False,False,True,False
201.75,0.2,0.1757317073170732,0.11837984265993765,0.3852035203520352,0.4351952277657267,1.0,1.0,1.0,0.45,0.35,0.55,True,False,False,False,True,False,False
30.0,0.1,0.5121951219512195,0.3320469051506605,0.834983498349835,0.7830802603036876,0.0,0.0,0.0,0.25,0.1,0.3,False,False,True,False,True,False,False
4.44,0.0,0.059233449477351915,0.07228736826480629,0.1474147414741474,0.18655097613882865,1.0,1.0,1.0,0.55,0.45,0.75,False,True,False,False,False,False,True
26.28,0.1,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.65,0.4,0.6,False,False,False,False,True,False,False
45.1,0.4,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.7,True,False,False,False,False,False,True
205.83,0.2,0.1374912891986063,0.042778684874573245,0.25610561056105613,0.29772234273318876,0.0,0.0,0.0,0.65,0.4,0.6,True,False,False,False,True,False,False
47.96,0.4,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.7,True,False,False,False,False,False,True
72.65,0.2,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.75,True,False,False,False,False,False,True
33.44,0.0,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.3,0.1,0.35,False,True,False,True,False,False,False
38.84,0.0,0.14606271777003485,0.005484637078818465,0.2298129812981298,0.2769342010122921,1.0,1.0,1.0,0.3,0.1,0.35,False,False,False,True,False,True,False
