Price,Certification_Total,Origin_Grid,Origin_Transport,Origin_Manufacturing,Weighted_CO2,Weighted_Water,Weighted_Energy,Weighted_Chemical,Mat_Acrylic,Mat_Cashmere,Mat_Cotton,Mat_Elastane,Mat_Lyocell,Mat_Merino Wool,Mat_Nylon,Mat_Organic Cotton,Mat_Polyamide,Mat_Polyester,Mat_Recycled Acrylic,Mat_Recycled Cashmere,Mat_Recycled Cotton,Mat_Recycled Nylon,Mat_Recycled Polyester,Mat_Recycled Wool,Mat_Viscose,Mat_Wool,Brand_Patagonia,Brand_Penneys,Brand_Zara,Category_Woman,Category_Woman's Knitwear,Subcategory_Jumper,Subcategory_Sweater,Subcategory_Tshirt,Subcategory_sweater
240.36,0.2,0.45,0.35,0.55,9.0,50.0,150.0,45.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
21.63,0.15,0.55,0.45,0.7,12.336,1472.46,107.69,45.28,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.35,0.0,0.55,0.45,0.7,5.716,1177.76,57.84,28.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
22.04,0.1,0.25,0.1,0.3,6.0,30.0,110.0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11.35,0.2,0.65,0.4,0.6,2.0,500.0,20.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
96.45,0.1,0.55,0.45,0.7,14.0,800.0,160.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
10.17,0.0,0.25,0.1,0.3,4.5995,113.955,51.335,16.335,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
25.6,0.2,0.4,0.2,0.45,2.697,290.9,37.425,13.485,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
38.11,0.0,0.45,0.35,0.55,16.0,900.0,170.0,48.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35.98,0.1,0.25,0.1,0.3,6.0,2700.0,55.0,40.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.21,0.0,0.5,0.4,0.65,3.2,1800.0,40.0,20.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
10.89,0.0,0.4,0.2,0.45,5.5,20.0,60.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
11.52,0.0,0.3,0.1,0.35,3.2,1800.0,40.0,20.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48.35,0.0,0.55,0.45,0.75,4.644,17.86,57.86,20.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
22.42,0.0,0.55,0.45,0.75,5.5,20.0,60.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
23.87,0.0,0.45,0.35,0.55,5.0,20.0,70.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
41.92,0.2,0.5,0.4,0.65,5.5,20.0,60.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
275.39,0.4,0.4,0.2,0.45,8.5,40.0,140.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11.57,0.0,0.5,0.4,0.65,9.5,50.0,120.0,35.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
14.9,0.1,0.55,0.45,0.7,9.5,50.0,120.0,35.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
153.94,0.4,0.55,0.45,0.7,6.5795,119.06,72.7,23.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
18.03,0.05,0.45,0.35,0.55,3.2,1800.0,40.0,20.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
291.04,0.2,0.45,0.35,0.55,5.5,20.0,60.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
22.18,0.0,0.55,0.45,0.7,7.115,1513.64,92.91,37.77,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4.36,0.0,0.4,0.2,0.45,9.188,57.2,116.4,34.04,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16.87,0.0,0.3,0.1,0.35,6.0,1992.45,69.575,40.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
336.83,0.2,0.3,0.1,0.35,9.382,907.66,119.825,42.15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
61.83,0.15,0.65,0.4,0.6,14.0,800.0,160.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
118.46,0.0,0.3,0.1,0.35,14.0,800.0,160.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
169.25,0.4,0.5,0.4,0.65,5.0,150.0,50.0,15.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
37.56,0.0,0.5,0.4,0.65,7.282,82.96,115.28,39.155,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
31.25,0.0,0.65,0.4,0.6,16.928,781.7,167.32,47.745,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
77.65,0.2,0.5,0.4,0.65,3.3127,1712.78,40.98,20.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3.23,0.0,0.3,0.1,0.35,9.5,50.0,120.0,35.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32.43,0.0,0.55,0.45,0.7,3.4667,213.135,53.335,20.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.83,0.0,0.3,0.1,0.35,2.744,276.8,38.6,13.72,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
126.42,0.2,0.55,0.45,0.75,5.487,23.96,82.2,29.12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
21.1,0.1,0.3,0.1,0.35,6.0,2700.0,55.0,40.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
219.67,0.4,0.5,0.4,0.65,5.9216,1014.0,66.64,23.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
294.38,0.4,0.45,0.35,0.55,9.5,50.0,120.0,35.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59.46,0.0,0.45,0.35,0.55,8.5,40.0,140.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.71,0.0,0.5,0.4,0.65,5.0,150.0,50.0,15.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7.82,0.0,0.45,0.35,0.55,9.0,50.0,150.0,45.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
22.15,0.0,0.45,0.35,0.55,6.0,30.0,110.0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
16.14,0.15,0.55,0.45,0.75,30.0,700.0,200.0,60.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9.27,0.0,0.45,0.35,0.55,6.0,2700.0,55.0,40.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37.94,0.4,0.55,0.45,0.7,3.2,1800.0,40.0,20.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4.07,0.0,0.45,0.35,0.55,5.9485,250.65,87.1,27.755,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
193.15,0.4,0.45,0.35,0.55,6.0,30.0,110.0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
42.08,0.0,0.65,0.4,0.6,9.0,50.0,150.0,45.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
32.67,0.1,0.55,0.45,0.7,6.0,30.0,110.0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45.12,0.2,0.5,0.4,0.65,3.2,1800.0,40.0,20.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
29.06,0.0,0.3,0.1,0.35,7.427,37.94,112.22,36.79,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42.73,0.1,0.65,0.4,0.6,14.0,800.0,160.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9.81,0.0,0.55,0.45,0.75,5.5,20.0,60.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
105.14,0.0,0.45,0.35,0.55,8.5,40.0,140.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25.29,0.1,0.5,0.4,0.65,5.5,20.0,60.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
46.36,0.4,0.3,0.1,0.35,3.1696,1556.8,40.76,19.24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
28.26,0.0,0.45,0.35,0.55,5.5,20.0,60.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
29.54,0.0,0.45,0.35,0.55,6.742,1379.92,84.4,38.94,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
79.65,0.4,0.45,0.35,0.55,2.086,474.2,22.15,10.43,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
29.47,0.0,0.45,0.35,0.55,5.5,20.0,60.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
176.24,0.4,0.55,0.45,0.7,5.5,20.0,60.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
9.53,0.0,0.4,0.2,0.45,9.0,50.0,150.0,45.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20.97,0.0,0.45,0.35,0.55,5.491,22.34,59.82,19.91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
65.45,0.1,0.3,0.1,0.35,14.0,800.0,160.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
57.6,0.4,0.55,0.45,0.7,3.564,1917.0,41.95,22.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
92.38,0.0,0.55,0.45,0.7,8.5,40.0,140.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
49.79,0.2,0.25,0.1,0.3,3.0,200.0,45.0,15.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
14.47,0.1,0.45,0.35,0.55,3.698,901.8,47.635,21.635,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
144.92,0.4,0.65,0.4,0.6,14.0,800.0,160.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
22.33,0.0,0.4,0.2,0.45,9.5,50.0,120.0,35.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
236.92,0.4,0.45,0.35,0.55,6.0,30.0,110.0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
62.27,0.1,0.55,0.45,0.7,8.5,40.0,140.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
226.8,0.4,0.3,0.1,0.35,5.025,143.5,50.5,15.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
24.63,0.0,0.5,0.4,0.65,14.0,800.0,160.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
219.83,0.4,0.45,0.35,0.55,9.0,50.0,150.0,45.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22.93,0.1,0.45,0.35,0.55,5.0,400.0,60.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
15.06,0.0,0.4,0.2,0.45,5.6568,338.94,99.74,36.76,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
57.77,0.1,0.25,0.1,0.3,19.381,809.75,172.77,49.803,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
218.6,0.4,0.5,0.4,0.65,6.0,2700.0,55.0,40.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
34.16,0.0,0.55,0.45,0.7,5.0,20.0,70.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20.53,0.0,0.45,0.35,0.55,22.96,616.3,169.3,50.58,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
17.9,0.0,0.55,0.45,0.75,6.0,2700.0,55.0,40.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
198.24,0.4,0.3,0.1,0.35,6.5365,245.585,82.045,25.81,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
59.24,0.0,0.55,0.45,0.75,6.1375,60.2,90.0,31.325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
61.45,0.0,0.65,0.4,0.6,5.8205,26.41,92.05,32.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
54.79,0.15,0.4,0.2,0.45,18.504,379.07,156.89,50.42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
27.33,0.1,0.65,0.4,0.6,9.5,50.0,120.0,35.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
25.07,0.0,0.55,0.45,0.75,16.0,900.0,170.0,48.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7.53,0.0,0.55,0.45,0.75,6.0,2700.0,55.0,40.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
47.09,0.1,0.45,0.35,0.55,9.2065,146.41,120.875,35.185,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45.32,0.0,0.3,0.1,0.35,3.8734,1346.32,45.65,20.44,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
26.29,0.0,0.3,0.1,0.35,6.0,2700.0,55.0,40.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22.81,0.0,0.25,0.1,0.3,9.977,377.25,144.85,43.505,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18.25,0.0,0.55,0.45,0.75,16.0,900.0,170.0,48.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
62.02,0.4,0.55,0.45,0.7,3.2,1800.0,40.0,20.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
116.23,0.2,0.55,0.45,0.7,3.8279,1314.06,45.46,20.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
19.51,0.15,0.25,0.1,0.3,30.0,700.0,200.0,60.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30.83,0.0,0.55,0.45,0.7,6.326,27.08,81.24,25.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
48.86,0.0,0.65,0.4,0.6,9.0,50.0,150.0,45.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
31.55,0.1,0.45,0.35,0.55,5.0,150.0,50.0,15.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23.5,0.0,0.55,0.45,0.75,9.5,50.0,120.0,35.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44.38,0.0,0.5,0.4,0.65,6.8475,1798.26,83.815,38.305,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
16.21,0.1,0.4,0.2,0.45,9.5,50.0,120.0,35.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
65.81,0.1,0.65,0.4,0.6,9.5,50.0,120.0,35.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146.49,0.4,0.25,0.1,0.3,6.0,30.0,110.0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
10.6,0.0,0.3,0.1,0.35,3.2,1800.0,40.0,20.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
150.93,0.4,0.4,0.2,0.45,16.0,900.0,170.0,48.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
49.1,0.0,0.45,0.35,0.55,6.0,30.0,110.0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
29.03,0.0,0.45,0.35,0.55,5.134,271.65,72.345,28.17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
54.9,0.4,0.5,0.4,0.65,2.0,500.0,20.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16.13,0.0,0.5,0.4,0.65,6.0,2700.0,55.0,40.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
